,architecture,area and gender studies,business,communication and information sciences,education,fine and performing arts,history,interdisciplinary,language and literature,law and legal studies,philosophy and religious studies,social sciences,agriculture,behavioural sciences,biological sciences,ecosystem sciences,engineering,environmental sciences,geosciences,health and medical sciences,mathematical and physical sciences
greek/history of art,9.884054530265143,8.986051926865613,10.621528198041297,10.38133269148964,10.503046773268144,8.746685763355368,7.888661256344117,10.097741766965337,7.372713117318628,10.460622985278887,8.65623469164787,9.78909963983132,10.940461691819783,10.627753262863898,10.243557738049615,10.92942642629566,9.953558937447617,10.574360954194097,10.170507531615433,9.84956506502288,9.526690722977875
medicine,11.23818743136579,9.688550926589299,9.556731924688401,9.708579971284678,9.552578542623841,9.656161254317242,10.067612631866204,9.549425980190613,8.787670183708032,10.139226209558652,9.248286986154811,9.0274043749852,10.732976423849058,9.550951141511877,7.82825908808537,10.789190175946068,9.93708136485127,9.909827835231559,10.65587588576445,5.786629360057748,9.298469702291676
criminology and early childhood,10.103520459148054,7.972688640657187,9.783215669599642,9.41638082166512,7.979558260275824,9.052531491494626,8.420970621747262,9.157216767884849,8.437603302868853,8.730017586888527,8.916397821367969,8.948511685002874,10.130232873067412,9.416974954459004,9.827191606203161,10.19559471468858,9.434118527621457,9.530182985933822,8.967184675950843,8.865455467355433,9.04353263172579
international journalism,10.803784608862236,10.04651137169428,10.007865268045153,9.140209868597346,10.333028101613241,10.040737202404456,9.85752414630072,9.132982422535934,8.437105776725572,10.625478726378025,10.229781029886018,9.584219560143442,11.3830369721792,10.870963642022812,10.691015788710844,10.685927038699626,10.780749394332464,10.51793785758015,9.804229468188595,9.703219596534206,10.610696769312606
human-animal interaction,11.037211020419427,8.758937530464483,10.635031381746897,8.814538543531139,10.710884722948448,10.390382003567945,10.490963956171703,9.320185765369128,9.528882652514552,10.939629699136672,10.051086771067297,9.180018658749908,10.610509599623047,8.424309699836414,8.9953917281327,9.851488709343426,10.018066448942063,9.820329252406735,10.177360726064556,9.663763871702084,9.378162478987
business management/digital media,9.971013419891369,9.125787977911024,6.989154354361667,7.406665833858377,9.962355047364197,8.978519477124525,10.017650677421233,9.180280611641981,9.037586975671783,9.85193774036451,9.791231791529507,8.613475239972933,10.886014343989423,9.338616725669299,9.598121249296886,10.231376616944678,9.075907621642568,9.282461958421099,9.541109420593985,8.436909313388758,9.325580047885714
interactive media and web technologies,9.321852511468805,8.57174477317089,9.037268052638701,7.0208143083662575,8.927961523444942,8.60135955902542,9.827039576656608,7.807872394791675,8.274090811970014,9.995335702877108,9.535906972464492,8.035638854928335,10.679782932207974,8.628160725462513,8.952843965482376,9.590265972102815,8.407148143818604,8.94659852777002,8.732372817787214,8.196961268887952,8.675186873582938
classical studies and english,9.82332274480396,8.33428239240868,9.748717744404106,9.01081827128154,9.03051308968686,8.655819180489804,8.107514508463018,8.760831617684376,6.597778360138346,8.30450486912757,7.499664181751712,8.46208443402671,10.376938986324717,8.882615827607156,9.112221604752868,10.203763055493265,9.031004909095524,9.263137162456424,9.030035814219119,8.509522638502347,7.846622167836664
sociology and social policy,10.372780521823424,8.26140264610413,9.196444562342046,8.882832963913073,9.564656702585808,9.97000210710163,8.645918772164391,9.126231360060705,8.59413947676614,8.97509641492153,8.49893434717906,6.712224756922665,9.932234551136078,9.211149978076305,9.939785677517065,10.011508702549143,9.857259994763305,9.538129025669667,9.441373407324345,9.025485178322256,9.219592609241076
events and international festivals management,11.345175422776935,9.539207478348995,10.168378764043652,9.773488431782035,11.011227699202658,9.4182765244535,9.632786240871551,10.153287525045682,9.731871343588988,10.575728106637033,10.18715600502972,10.167447525499673,10.965283461896421,10.68643078990304,11.467000160339008,10.358399851550397,11.042831029188832,10.236244002256816,9.827079552104763,10.559795529967655,10.87743377576375
integrative counselling and psychotherapy,10.156938030427114,8.329644415999349,9.179269826938778,8.66044643840233,8.94397900145379,8.252272197237748,9.388145926614792,8.009441265121078,8.070279256159115,8.547718427804728,8.002465646527154,8.591727110252661,10.646903719221646,8.311050074023356,9.580736114215044,10.084081766965356,9.395582057293291,9.648239980270937,9.079029725249233,8.115076685425619,9.011321916720343
photography and visual cultures,9.725502070625456,8.624567095858367,9.815318229999495,9.410838255463759,10.408461518419763,8.338051103982972,9.502673245716329,9.322712369027514,8.531697073160988,10.60140346786836,9.630193942514257,9.590033002746884,10.507446150060836,9.841739399645437,9.814493784524025,9.84155194154412,10.10830537964733,9.481351031562486,9.350224825160792,9.276022971051027,9.664736253093283
btec hnd in fine art,8.91816459499547,8.79438786006365,9.524259426523411,8.891803036155203,10.128615847294382,8.513288942839047,9.54808008221422,9.146075895938397,8.289839080664375,9.863009813502416,9.09863638596762,9.552106917142153,10.467340953185358,9.593077726991202,9.120840907615175,9.875060320509837,8.38979046649175,8.670426910014436,9.309122393778893,9.001875601757472,8.733878519806778
stage management & technical theatre production,10.15579507432691,9.617483118311204,9.580289708584994,8.89569570021011,10.794210379747293,7.990551356064929,10.60858926893839,9.573874242169447,8.996552565302478,10.10755130320129,10.410557722457103,9.651754511759973,11.825743593056192,9.31872597268477,10.778960312860002,11.05538308878192,9.76852124064045,10.528641997532203,10.091429998831424,9.893085169642294,10.001295272814849
business and hospitality management,9.31105174090453,9.359067824211213,6.674442044699232,8.358117214890152,10.329591979085302,9.540086792700341,10.012113232903324,9.715985745809434,9.37772534618286,10.612271455925216,9.442762094361978,9.032633435093098,10.152185079388893,9.494075599864477,10.256962453247786,9.940624429149976,9.344643079648876,9.58493786290519,9.755262801156643,8.959342753064142,9.890438272206413
sociology and psychology,10.48921284141292,8.208082512565847,9.607128409945318,8.81829066821987,9.490577133640626,9.407002621379736,8.791263254196267,8.599751477532847,8.46053443570293,9.518378838966036,8.078939867250552,7.243319957770935,10.422571740485441,8.40472866912,9.42767670796216,10.072970923075578,9.712469291482195,9.371187188871554,9.421431650332138,8.754239184688966,8.487686082582155
astrophysics and medicinal chemistry,11.114199368384273,10.029047937003611,10.294246879951059,9.273087085660856,10.786574469670583,9.888526827999149,10.144024634113132,9.835005191220988,8.948441340848435,10.124723533106131,8.620191338603055,9.198046963698301,11.053631858903774,9.308793922550528,7.836281796862719,9.713114908477703,10.164260138880802,8.770989667506539,9.660236910087022,7.704209273945804,8.348977474744492
spanish and beginners' russian,10.58191279325881,8.940524123671896,9.971049059506926,9.514415133723254,9.873074123727818,9.160463530534326,9.28568824506668,9.226835474547764,7.032096917026832,10.112614326387948,8.578244240506201,9.660738823465213,10.530219760983902,9.805260788597247,9.887568439068728,10.660609301707108,10.254661645602068,10.690899845009811,9.498352473986843,9.026996056146485,9.616931177181312
fine art - painting & printmaking,9.556151627536572,8.742308149955178,9.541483738302604,9.375674216892747,10.023998455821614,6.6100837619889505,9.864529925662941,9.494937032147703,8.0030485338339,10.182156775112825,10.042964750212196,9.773902790697843,11.0825858450442,9.487276041515841,9.932211801226293,10.52679443808496,8.68015776728191,9.47236639050029,9.779902736822589,9.308942614359909,9.100764212182302
"chemistry, biological & medicinal chemistry",10.930757650367331,9.244528678006267,9.281702956265258,8.483450864846203,10.16032549775977,9.13723912417572,9.847693916218411,9.059363491350165,7.985880976203242,9.516780612237103,8.824931767377155,8.845386776367398,10.380996826488506,9.063359565082438,6.739740785267202,9.37567047310049,9.06106727142125,7.932767133537182,9.481575044231649,6.855680757709383,7.793051024112824
education and geography,9.552628876295211,8.080479647960173,10.000215663508156,9.017199467815589,5.963074664854476,9.57706468536344,8.788218908645678,9.014115168916343,8.354929602211163,9.98458948616208,9.155423698649336,8.90025260172416,9.5056573170093,9.83863822316276,10.082469221793986,9.521718164098113,9.381538915618744,9.607704134681445,7.015322076109635,9.493578922473457,9.100644338959059
humanistic counselling,10.707346901041843,9.269750019883785,10.195066122026894,9.513399198884171,9.546952145732874,9.066203471276328,10.241962112133775,8.00186353938078,8.88871172723948,9.250564424755577,7.65809586735168,8.6326648396073,11.585065591350036,9.145858532050957,10.586976886479771,10.948112123231521,10.136481499522052,10.332475485495495,9.615506720276775,9.298161887846456,9.75357332159685
creative and professional writing,10.01969511589716,9.405194402803245,9.448810973140414,9.14594390209518,9.53288929555599,7.772546029208088,10.302258493404219,8.883859609920552,8.352125590750385,10.191714418102274,9.875509504302599,9.48316055278117,11.4879848759783,9.73650643595737,10.108351690062346,10.750637260672182,9.289902883027727,9.927750913013542,9.876966407756973,9.272152598723473,9.565863522573537
beginners' italian and linguistics,10.143822146388757,8.65347971877076,10.066909044616235,9.199623043744708,9.367445367721833,9.007567267268334,9.051643725338389,8.646748914262798,6.104748235297615,9.79245043152174,8.46014887856745,9.431419580368901,10.423978780511298,9.589472111698388,9.945565358905737,10.580168068225348,9.84341377670421,10.220447778080109,9.36787806646234,9.322835284493705,9.42256151807826
applied zoology,10.513135500536626,9.06981977853562,10.518971234909067,9.162680907239018,9.978879237723405,10.430224611820705,9.95429162447662,8.98826098413577,9.16214518431936,10.765502767348798,10.080168803799003,9.035721203044773,9.517713350841067,9.080208418452505,6.971978737435663,8.13906295280495,9.100414511120968,8.540275879917004,9.284537558387397,8.727748780004374,8.66514774286081
fashion and textile design,10.441266738644057,8.854831405255727,9.838210659379268,9.994178571816862,11.038912011070973,8.928187083922447,10.868973965646914,10.228219830327692,9.151741635844026,10.855762747396764,10.314495980288608,10.2811113787454,11.605374864566228,10.105704281466,10.89777591076606,11.395450357649313,9.589899139789033,10.209011934829263,10.823289525602664,10.469823074575684,10.021634539569506
arabic and russian b,10.307750368903825,8.434627811541779,9.77839552613828,9.558503949829818,10.128446264581958,9.54779624411015,9.2760082644284,9.814663532785726,7.615423205198284,10.042598110001727,8.63302175462404,9.903571808387293,10.515214424040956,10.147602049258333,10.14469524940315,10.98163153075073,9.940365551842984,10.697625882346781,9.602608260403741,8.960423359718487,9.782018624444422
psychology/criminology,9.61963464673855,7.896315390840784,9.229557693324171,8.284139801771671,8.262195240120596,8.320531301242667,8.76521114381499,7.846540221428785,8.053329821497789,8.642309625049437,8.087670698479243,7.735745229010981,10.278474054744132,7.81241033540527,8.826796307354641,9.591351586029665,8.24225222759881,8.754634398233561,8.32486278350962,8.13747609359032,8.0802411471609
visual communication,9.634210689142222,9.704710074617816,9.555749359115548,7.294847369331131,9.947123220784354,9.526056229352942,10.30469863336505,9.363610880984874,9.156769133066119,10.5945531060928,10.21419321328901,9.486308789920155,11.40287750383866,9.125924481622468,10.148349838282785,10.821341133010966,9.136003935254838,10.029635153970634,9.667267281733173,10.146391840817559,9.71578327777615
accounting & finance and social care,10.271832813634306,8.99679533832993,8.085722187994005,8.485228464130266,9.739596616083386,9.86095250915465,9.890324956272277,9.9073931197428,9.348878373230956,9.822042165867048,9.635416613968683,8.011042976088262,9.843092925206129,9.520263843045113,9.973270776076452,10.355951630514216,9.83699747786227,9.615462501872805,10.13152422429554,8.428665531595158,9.641464456562426
geography and mathematics,9.55921909127787,8.301285640737914,9.904841313838114,9.171010532511241,8.907374651381534,10.011353179820105,9.072056829703124,9.034251724487778,8.3142040987579,10.241506706828922,9.171583017477488,8.810468619221743,9.664688882935904,9.423130033631447,9.769245420315302,9.634385310512023,9.423047602776665,9.43174769612144,7.170618913989341,9.445678671726494,7.392307528917534
english literature/german,10.102194375327096,8.855011580711878,10.151943188592101,9.380993278311374,9.778583913001434,8.530624033735254,8.57015896734321,8.896300148115476,5.932225596043113,9.536773246974112,8.775678651297907,9.378050658179728,10.971362567862087,10.094544765131834,9.736724425596575,10.87675590107483,9.754845984300678,9.947016203727848,10.197357937059685,9.13981900558168,9.281390455476505
modern languages and classical studies,9.284318082757483,8.434043795744328,9.649286952188062,8.247419049157392,9.503434588977983,8.862094245848622,7.996128959553307,8.762433787499132,5.6104775320866,8.830444640374402,7.623739049959387,8.565464458830247,10.290422596470142,8.858112590126932,9.017406854646335,9.97349826398909,8.835464989940473,9.254500279050943,8.682509217966325,8.383468361286637,8.04463451033493
english law and french law/master 1,10.962634056747666,9.263706237299331,9.855782764305406,9.601254431371517,9.661758783954472,9.43580221531706,9.058629612546499,10.012237309906949,7.73861463316303,6.65729545135248,8.829076416301541,9.422656681139651,10.729001989642986,9.759351162614411,10.465589315412615,10.89191377449405,10.294983337855248,10.157097693626335,10.171052363995834,9.167197246286129,8.846362320655588
law - senior status,10.795476396299323,8.923995964969915,9.71486289033288,9.463298723832649,9.948990929933652,10.086114833565412,9.259394391027776,9.74268526980898,9.726481760894982,7.0773636878498944,9.372726748745414,9.215814851115194,11.39996021973678,10.06127214260675,10.834188256915867,11.709616006542584,10.748681820497987,10.625311392081203,10.206176734009434,8.965554683618643,9.924990020786778
mechanical design engineering,8.944011005857167,10.226171351967826,10.046227248167394,9.869376348626375,10.553026959340347,9.904237679687153,10.842466403101938,9.871661021651432,10.015514459410827,11.068372093259683,10.632193585437708,9.724267293549262,11.46607644144629,9.352815630731582,9.9398412776033,10.42626600700501,6.115961298417858,9.310575548550641,10.162530110974165,9.930494412050209,8.365499533689402
"archaeology, anthropology, and art history",9.237799499662984,8.463893943621585,10.046373281788165,9.697284857583597,10.036136870839684,8.594564960248832,6.956235439797269,9.703353152914238,7.840199272325641,10.423152671874435,8.637706314615233,9.14244981753376,10.345048772586091,10.196418296611768,9.72139244204028,9.575813901712541,9.737060504263937,9.42600450093264,8.67138794200355,9.485239837576126,9.508352779304097
classical literature and philosophy,9.338730118948282,8.91386081642558,9.669198288796034,9.107978427817194,9.53507705331584,8.61265517187933,8.15959501095022,8.845676433308652,6.412345202585974,8.581365994355366,5.959003385952393,8.515125849729863,10.939476874882423,9.067263826120989,9.264781223158664,10.336372886701838,9.538240829214738,9.610377342533212,9.267667685185705,8.714394439181543,8.254239092138246
sustainable construction and surveying,8.505920504573476,9.150042005134079,9.928018562881064,9.802197899428183,10.595053925865187,9.826129116750614,10.425831624871508,8.957699128888333,9.966022502572514,10.496486804029367,10.129287346650695,9.713619346373012,9.92824184596393,10.383451905014056,10.410597238815061,9.454037976257785,8.244529886648936,8.250391610313624,8.285998933324482,10.006433903083964,9.503540866557161
classics/music,10.408851862521571,9.803045018158066,10.36629793238598,10.033043056943036,10.61124461917657,7.9386621646385125,8.400353951288329,9.808343308039191,7.52843213883824,10.08773725610083,8.924609024515219,10.06805470541357,11.345505676998185,10.348104708618706,10.207746752631474,10.757874935642507,10.170902479296478,10.180079474251276,10.332846180702786,9.514339462768156,9.705362503911212
central & east european studies/psychology,9.575653975990367,7.3028875370005295,9.430885667273248,8.414100268954764,8.825925320966478,8.47709238404645,8.348457028492422,8.20768888770234,7.213230054366364,8.83165169680684,7.600607181251572,8.192529749705896,10.52484558964145,8.284043206958328,9.42679509841845,9.852653232109843,9.17765011562816,9.099924923348583,8.418631332562,8.53080442776704,8.887293093816265
film production,10.376624062481875,9.666816911755065,9.571231261472798,9.506347666924226,10.347092971949447,8.59243468461245,9.97254979630925,9.357152182275682,8.750110591069769,9.756496828941197,10.499136829262211,9.828797904786867,10.4511177166521,10.204513865124973,9.845126257832025,10.851871027210684,9.250756523324378,9.895541772746727,10.330601822965512,9.735167700629086,9.56985130177225
film studies and modern history,9.74896192774458,8.537459356407908,9.647897670100576,9.088225520283045,9.773934102565567,8.31582768348719,6.554735410053547,9.35349544845092,7.4670284237413895,8.525253847080764,8.768678869527973,9.210863909738796,10.592712738453141,10.068599998884114,9.865291140862622,10.490004633556751,9.601050665780015,9.691506153020798,9.150744485069797,9.203661824453913,9.115991685295834
fashion business analytics,10.480162005170913,9.266097054254468,7.987838409194321,9.280056075372979,10.968388764604482,9.752869582707755,10.737683322753963,10.33745820665867,9.852729969962315,11.235625517743001,10.596100474568946,10.044722764815488,11.11263685913103,9.703551678638265,10.517966650981542,11.035932330141474,9.577263574002057,10.325280671878037,10.376355809154356,9.951225692980133,10.180937465760222
sociology and social policy & social change,10.19643120430159,7.953771955694981,8.969825606983944,8.5041800076127,9.399809068966666,9.639730016846816,8.421965314196662,9.021078113581812,8.308497546863116,9.079826624405966,8.224111154032233,6.847764296872758,9.705135971679235,9.004245256229506,9.56420575944009,9.609407228542732,9.726698698149091,9.092041147146487,9.105282038023498,8.586792867009496,8.9795467248273
education and primary studies,9.747493415025275,7.184646900864071,9.306316236511242,8.221606373647674,5.776564980893631,8.011482632348542,8.612943341555244,7.9562127773317,7.468262977188211,8.362514661663335,7.673765083453726,7.628367297535354,9.957036021435055,9.092814503050326,8.918553066238875,9.653817436874101,8.875450940012216,8.671161066242083,8.403146373151651,7.885351218003928,7.971660949937305
psychology and early childhood studies,10.249237908834788,7.871671022358754,10.049319815206502,9.066059044708872,8.343227227643796,9.357236762345343,8.73191936077957,9.236650122177942,8.354117193414284,9.48236873328938,8.54117701212782,8.930367652431789,10.740213130520903,8.520148948555192,9.678266406458247,10.337521586128235,9.525087143766687,9.539407555703539,9.091893498958559,8.808872203453118,8.746373931779688
intelligent automation & robotics,9.98196941264516,9.979173089406217,10.120099742277647,9.177114742335831,9.921824446652641,10.538008021786165,10.727029136153535,9.23579785504943,10.069739645812414,11.5501964088975,10.983113887012603,9.939489582811989,10.106118024618366,9.687090611208689,10.074672277279989,10.529644641190552,8.920602032016296,10.252842715355596,10.035061942130286,9.904219017879047,9.458193907676673
economic & social history/philosophy,9.45494518316246,8.030506560694828,7.6910586361395845,8.589748566047348,8.939940040005828,9.221520646479698,6.253517140017415,9.038472485855104,8.005959917169465,8.868981753500245,7.529427947748835,7.543250655791153,8.812647090844164,8.905432570273906,9.421952873794362,9.25177743612099,9.026027713887196,8.784336895776073,8.82461315726783,8.735553673239135,8.5289691171743
computer networks and cyber security,9.890845249351795,10.294395827373366,10.129809542450175,8.646856463482798,10.611910637404677,11.15334953293389,10.389765948828558,9.968815157324283,10.220067613257566,10.638791945595878,10.393942685863614,9.404773203741128,11.26007236074544,10.34109369849251,10.321244569244527,10.594868398260088,10.09753271730885,10.424279685934044,9.822864345107936,9.809518680323489,10.15220121236174
politics and geography,9.436019711423544,8.376131192508598,9.738913581120721,9.261527382480539,9.765694600939685,10.023547126685333,8.268705740052969,9.324034904312583,8.266861922531678,9.946004594969455,9.031547322288336,9.144858308612292,10.026792412577409,10.039288425783763,10.28199018607282,9.678465903723488,10.04714108095706,9.904549512526263,7.3256571944616935,9.670005019448606,9.504965028566078
italian and mathematics,9.83301787060296,8.846136664452127,9.931015489012317,9.335066745698661,9.22184798170576,9.670857158355211,9.518098763932358,9.198580843566983,7.642054766129854,9.923401868047195,8.797243217331976,9.34857323625758,10.537299809783386,9.632828141887696,9.920634928531259,10.840589469966375,9.086505173115649,9.970271134399908,9.321886733211189,9.407831971629186,7.743122683442925
human geography and sport & physical education,10.077250220887569,7.756178585127009,9.895356098976757,8.985140412817271,7.5623126742572495,8.874513389643253,9.310658431068271,8.99509766507791,8.75324489195395,9.647280887312323,9.44002644084516,8.800397733875876,10.004412845846153,9.140914345287431,9.427808063727364,9.40189285300559,9.345305851870979,9.112929197234607,7.85310348356394,8.46648186443636,8.259049291719032
agri-produce and supply chain management,10.260143660557437,9.351460742739704,8.084351264077384,8.673828099491965,10.004316190691156,9.930726206969053,10.042410046760228,10.003502651253461,9.398500050986204,10.477491466636584,10.09563464913613,9.46045068559658,7.06085400739661,9.799202998264732,9.33387504136853,8.986432806606112,9.072723751535477,8.703690283717789,9.170382369911296,9.135849383805683,9.490914163396141
electronic engineering and computer systems,8.378945055403074,9.408689340030218,9.13608785795306,7.267751834535355,9.236756307860686,9.570092527077062,10.09452121141951,8.7082372043875,9.33149949840194,9.488649978831651,9.658934692806806,8.29129896813462,10.48859639332303,8.645889791407452,8.746303076318634,9.676223391902987,6.307923036927344,8.528854650407546,9.31110373510686,8.524658662253247,7.610926270446913
learning disabilities nursing,10.945459245439997,9.289977110279363,10.991518785068617,9.987683860828342,8.716108422733306,10.081084975690324,11.025666867138638,9.709931601184339,9.756052324915222,10.858617787721386,10.492881532506232,9.57679618676901,11.422592168880723,9.92247989642441,10.857292796132802,11.586503687888484,10.123020807494223,11.00077115819993,10.354060639552843,8.98443425087618,10.407659557465482
politics and arabic,10.29803681929166,9.170858126276864,9.995666191585151,9.581873319955177,10.263699928180024,9.803002641448904,9.192404219685335,10.08720123651553,7.875740886323781,9.685617899800866,8.33341173314386,10.064401357770626,10.724807942197778,10.43857470140202,10.867661185428103,11.165297163781046,10.127637242632552,10.958892483786375,9.814041903637381,9.641385821345938,10.33071361600446
technical theatre and production arts,9.607110231815266,9.055982052417276,9.603833828098072,8.74829672527202,9.951146832061575,6.325940247900534,9.924398364280655,8.726239509497184,8.03657237327524,9.405860143498945,9.710358697671674,8.837262518666678,11.486667877280336,9.157823644736387,10.263070693911196,10.75906860650923,9.14367625663081,9.891254638901115,9.812844313780545,9.251765177751196,9.176538315846118
carving: woodcarving & gilding,9.485351130367693,9.186951699368121,9.894041852500102,9.987256510568047,10.004951646819515,8.096286655364613,9.041700789363922,9.513487432929688,8.579403804947978,9.997949119952528,9.284249464277824,9.60186802326701,10.462702580024114,9.813223684025346,10.309426252589551,10.512354926126998,9.373781016210994,9.977704226988829,9.537298093918722,9.881995153397668,9.357976586162485
marine operations,11.203747621718525,10.91843355173363,10.700174400770374,10.023252141944887,11.112210708052348,11.44449061575851,10.302064551299173,10.541291778943501,10.335145357445057,11.237407389244344,11.040839281149267,10.597751751789577,11.127674743483231,10.811746986459887,10.320320867207883,9.99839507065475,9.683164349682649,9.730760098533697,9.328564478340125,10.115978607298965,10.159098164034226
history and film studies,9.7060543118488,8.259664902673508,9.40325423034589,8.790014584263748,9.316863851465934,8.108864578118473,6.302968909041453,8.989050025251577,7.20128362104469,8.184752615258773,8.474725645883225,8.879551891328992,10.289558079739912,9.740194561291403,9.508354024596267,10.140194732700454,9.405266708404369,9.332023260376177,8.970803277194937,8.920949675654246,8.911235079929105
ukrainian and east european studies,10.251251833603215,8.348695136072951,9.954108552851107,9.421295255011671,9.92390733636871,9.797039685041973,8.808187936680406,9.35251805841181,7.88192485986982,9.72721020786034,8.783474117071288,9.409970808643825,10.565855571067926,10.068632647420335,10.01920117335958,10.296837785848851,9.871746908124953,9.825440933102934,9.21557329998974,9.214859290073237,9.80439892990609
business management and french,10.385802434149586,9.295833459816452,6.786346822958853,8.745563795560598,10.145887180410789,9.489797409311157,9.394433776232212,9.619616464046041,8.213529691988823,9.592652253299866,9.15562673402844,9.171544532629504,10.409401625131006,9.349490089785442,9.917888969447397,10.469047869601308,9.5360164006142,9.710253483402377,9.981312798332526,8.866317663985912,9.412245140046394
forensic archaeology and anthropology,10.068944672548021,9.366012761999144,10.773711256000233,10.28161033047592,10.554797798908776,9.822985055645866,8.174152889239535,10.150626244876905,8.634519621153355,10.005415795866242,9.342026207614248,9.66286056861743,11.03789661266224,10.813509987343,10.269771951140152,10.263496606297691,10.299811220928449,10.129677063456649,9.088500042598763,10.09598331580354,10.275544736428126
history of art and museum studies,8.39139354456876,7.56766497650674,8.779480857764485,8.463899464873467,9.1250448704496,7.23005730435174,6.539378112060333,8.418691690772688,6.995760227330194,8.705222973946533,7.669940317557984,8.248807285699753,10.298311641826945,9.200442296938443,9.08520772917684,9.390122239742302,8.680686081849409,8.55973880782724,8.79655254925587,8.386497946054604,8.4750381498932
archaeology and history,9.091620530707832,9.044838065294492,10.163265733841738,9.892216018327144,10.380539018001125,9.508745478278534,6.1597966768823085,9.936848299294024,8.203634951322023,10.411087661054848,8.907320058458591,9.435874490560407,10.047087314233156,10.46951899479508,9.896271492822088,9.482421265562367,9.870153255241387,9.614328083444148,8.63482776596846,9.855834134547951,9.784132833090922
history/politics,9.45178953223657,8.70002907412715,9.111956436422286,8.432168991735754,9.234489734580174,9.063551159128377,4.941810490354197,8.828860573035234,7.427461922014743,9.002071176251937,7.938122603569364,8.431654199374266,10.206725091403074,9.49455269941795,9.86909132732266,10.034460973191928,9.52537076339284,9.70629008981583,8.77307612867551,8.98000312720889,9.280605081471576
international tourism management,10.39768683758398,9.967605254364065,9.019571058579285,9.600838211029071,10.667317947545225,10.430099886526785,9.63911675945764,10.327622944610747,9.629949693748605,10.725415303469266,10.205603632537475,10.164470836350468,10.604753550782299,10.900390614506255,11.044375600456025,10.092099628135808,10.380558395821245,10.088351868982818,9.369088259457557,10.467341928613719,10.791020237200152
history and heritage,8.990829025439886,8.612893768676319,9.823260041171842,9.425061909197908,9.795518018306804,8.871766667517823,4.91335719170836,9.5552843174067,7.919638978354519,9.612557498380077,8.51133258387293,9.09275027561345,10.38209972428319,10.477821673712,10.061783001945392,9.639539497033667,9.86284605208949,9.198110342937122,8.99816016434442,9.69430160922831,9.930192231303463
portuguese and russian b,10.570333520750712,8.576073002642346,9.52147517576424,9.444806080114535,10.053241864815265,9.520380921500637,8.743362782929244,9.972186335566253,7.404656544614606,9.891123201581975,9.127006151137948,9.533426332639568,10.218057475853657,9.943188324650746,9.920646982906193,10.486054827435861,10.187935027075579,10.257357601750584,9.45837036080941,8.936971770810525,9.898218494017849
music: creative music technology,10.42342921564082,9.934010895616934,9.712839414752459,9.194282687347348,10.754389319263948,8.008751297023641,10.824649443262317,10.111185515490526,9.115706938868286,10.418937386783956,10.092076357247516,10.011631035699159,11.761697383185172,9.82183778301637,10.079675533284412,10.573180022144918,9.674493367034598,9.973130517669235,10.235274666322718,9.64695823093209,9.960096873311318
music and philosophy & ethics,11.087721094250435,9.951116779983625,10.193409051623735,9.749659586358494,10.741268477457357,7.977237580623141,10.373481122420046,10.484777402438896,8.958962132983665,9.514474645286466,8.278192686067763,9.934688218888244,11.83671320872514,9.207595889334213,10.61105576976125,10.827339218978281,10.528605342683422,10.189054226379291,10.325993564718123,9.946785842816633,9.954991811049469
drama and english literature,10.89985143506522,9.315638419098669,10.32403029060671,9.549166851942587,10.139071704000916,7.815922333049186,8.657748347041412,9.730596188272978,5.927529202174084,9.250490986295585,8.807330674718473,9.532053538113248,11.227365527466505,9.961382188303014,10.368181336329677,11.161132343237966,10.585869742585732,10.642803726801429,10.191273403798151,9.654404734278549,9.585691217218153
geography and international development,9.541396855727092,8.119335782323972,9.64722205753851,9.350958623056671,9.599687649798067,10.154003586602734,9.095955108518282,9.25206255534927,8.587115345156322,10.423536698553372,9.77601302795078,9.2713593480186,9.599138154570248,10.296359299146664,10.033850068738056,9.33752447674203,9.65540644177114,9.332317664222034,7.2733796352456235,9.536467500378508,9.567044682004
welsh and music,10.944136740621872,9.190731975890085,10.429092328325796,9.953275605976883,10.609001969244481,8.206212557481983,9.07725865108201,10.381871155497825,7.08431689648768,9.838718681543703,9.336892181963718,10.28099001321728,11.281586191010263,10.242284831173597,10.603471119788132,10.982135375440542,10.784625994246095,10.429385412781915,10.207108473870784,10.124486813919582,10.087429956231292
education and youth studies,9.567104570253772,6.887492103344911,8.933633784723787,8.205303902906483,5.717103099390546,8.392769132209722,8.783495752680253,8.06608155918078,7.675761443244013,8.60218979825688,7.705585159534885,7.808308575927939,10.123961835495473,8.863078527026447,9.29397217173516,9.788498556492549,8.707949674792296,8.914971112965926,8.507157632663619,8.101382283369592,8.316584666659681
comparative literature/economics,9.665896834288576,8.28017827177063,8.029855518631756,8.15158641479915,8.806643598464014,8.910575054357158,8.373890786695675,7.75535224498591,7.067116035953337,8.259839122069398,8.052236722117177,7.796370237061081,9.02386039649314,8.55977163963307,8.67397414184449,9.16753391209365,8.731825369560276,8.286950393220813,8.888659105225441,8.089537625728845,7.59242042727432
danish and yiddish,10.953128447828341,9.426732267052325,10.166030012006441,10.362464275615944,10.738986556471719,9.650034185943225,9.22486755654233,9.736684342147337,7.39374228626137,9.882351047453016,8.634812163442543,10.220212823778285,10.865907372191103,10.628367312257948,10.407099103903708,11.469558827984882,10.712519754095565,10.808790290367199,10.741575254383617,9.489535742858914,10.129679615865161
